"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(6.0.0)","DOM.NGDPDPC.A","OBS_VALUE","Dominican Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6788.883","7119.639","7506.192","7783.612","8286.301","8614.967","7524.961","9023.429","10714.918","11279.604","11541.579"
"IMF.RES:WEO(6.0.0)","GHA.NGDPDPC.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1949.906","1722.771","1912.48","2012.288","2195.321","2186.659","2195.455","2445.187","2229.891","2383.904","2405.795"
"IMF.RES:WEO(6.0.0)","HTI.NGDPDPC.A","OBS_VALUE","Haiti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1408.669","1359.209","1263.434","1337.16","1441.864","1277.213","1235.476","1765.242","1643.221","1603.278","2116.754"
"IMF.RES:WEO(6.0.0)","GNB.NGDPDPC.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","712.826","707.897","748.089","864.141","894.667","836.954","838.847","928.35","907.623","1035.294","1104.288"
"IMF.RES:WEO(6.0.0)","GIN.NGDPDPC.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","728.729","712.025","679.964","796.038","891.887","986.528","1008.687","1139.967","1334.939","1512.523","1670.734"
"IMF.RES:WEO(6.0.0)","GEO.NGDPDPC.A","OBS_VALUE","Georgia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4833.664","4090.214","4142.174","4420.41","4800.794","4738.796","4308.286","5055.161","6773.539","8237.416","9141.846"
"IMF.RES:WEO(6.0.0)","DEU.NGDPDPC.A","OBS_VALUE","Germany","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","48983.25","41914.927","42949.139","45510.535","48897.189","47629.1","47341.768","52300.607","49725.343","53565.041","54989.76"
"IMF.RES:WEO(6.0.0)","FRA.NGDPDPC.A","OBS_VALUE","France","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","43277.417","36775.676","37081.496","38756.651","41539.756","40487.302","39230.928","43848.345","41096.683","44792.016","46203.675"
"IMF.RES:WEO(6.0.0)","GRD.NGDPDPC.A","OBS_VALUE","Grenada","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8333.757","9055.801","9572.093","10098.821","10419.126","10779.062","9222.709","9868.861","10762.835","11516.003","12033.337"
"IMF.RES:WEO(6.0.0)","GUY.NGDPDPC.A","OBS_VALUE","Guyana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5402.703","5579.974","5796.819","6104.158","6120.536","6594.375","6952.701","10188.148","18591.944","21307.161","30962.252"
"IMF.RES:WEO(6.0.0)","GRC.NGDPDPC.A","OBS_VALUE","Greece","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","21412.642","17921.051","17901.38","18602.048","19867.086","19332.053","17839.122","20456.642","20942.384","23388.611","24716.307"
"IMF.RES:WEO(6.0.0)","FJI.NGDPDPC.A","OBS_VALUE","Fiji, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5622.351","5397.131","5658.236","6049.889","6269.882","6079.485","4920.014","4750.073","5450.487","5933.167","6446.922"
"IMF.RES:WEO(6.0.0)","GAB.NGDPDPC.A","OBS_VALUE","Gabon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9746.786","7453.114","7082.218","7370.349","8198.56","8111.318","7289.453","9113.808","9478.244","9079.289","9201.947"
"IMF.RES:WEO(6.0.0)","HUN.NGDPDPC.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14327.786","12759.182","13188.503","14716.129","16593.03","17002.758","16355.505","18991.056","18555.74","22301.861","23271.805"
"IMF.RES:WEO(6.0.0)","ISR.NGDPDPC.A","OBS_VALUE","Israel","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","38360.456","36227.66","37683.004","41155.578","42378.813","44265.482","44579.44","52293.574","54986.351","52023.616","54191.61"
"IMF.RES:WEO(6.0.0)","ITA.NGDPDPC.A","OBS_VALUE","Italy","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","36022.564","30609.504","31357.601","32797.298","35042.793","33767.024","31956.874","36812.887","35671.989","39074.242","40224.012"
"IMF.RES:WEO(6.0.0)","ISL.NGDPDPC.A","OBS_VALUE","Iceland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","55885.704","54228.826","63775.711","74369.205","76745.081","70625.477","61094.329","71924.34","78638.274","83823.855","87204.974"
"IMF.RES:WEO(6.0.0)","IND.LP.A","OBS_VALUE","India","Population, Persons for countries / Index for country groups","Annual","Millions","1307.247","1322.867","1338.636","1354.196","1369.003","1383.112","1396.387","1407.564","1417.173","1428.628","1441.72"
"IMF.RES:WEO(6.0.0)","IRL.NGDPDPC.A","OBS_VALUE","Ireland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","57175.016","64154.626","63933.925","71869.427","80411.7","81504.874","86309.503","103766.935","104717.913","103456.813","106455.886"
"IMF.RES:WEO(6.0.0)","IDN.NGDPDPC.A","OBS_VALUE","Indonesia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3532.669","3373.489","3604.99","3885.967","3945.583","4192.768","3919.465","4351.304","4784.207","4919.943","4958.385"
"IMF.RES:WEO(6.0.0)","IRQ.NGDPDPC.A","OBS_VALUE","Iraq","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6704.313","5044.624","4656.709","5117.127","6037.885","6048.921","4547.33","5116.534","6818.152","6250.549","6247.414"
"IMF.RES:WEO(6.0.0)","HND.NGDPDPC.A","OBS_VALUE","Honduras","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2190.499","2286.213","2325.495","2435.621","2489.849","2529.203","2332.526","2762.804","3033.97","3267.648","3467.846"
"IMF.RES:WEO(6.0.0)","IND.NGDPDPC.A","OBS_VALUE","India","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1559.864","1590.174","1714.28","1957.97","1974.378","2050.163","1915.552","2250.179","2361.114","2546.842","2711.412"
"IMF.RES:WEO(6.0.0)","HKG.NGDPDPC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","40185.303","42325.352","43488.204","46025.665","48310.038","48277.982","46446.056","49848.567","47999.297","50620.543","54034.499"
"IMF.RES:WEO(6.0.0)","KEN.NGDPDPC.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1613.101","1625.176","1688.852","1805.398","1987.302","2107.735","2067.987","2208.691","2265.658","2110.0","2305.312"
"IMF.RES:WEO(6.0.0)","KAZ.NGDPDPC.A","OBS_VALUE","Kazakhstan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12807.263","10510.77","7714.842","9247.587","9812.625","9812.591","9121.637","10373.79","11484.417","13157.579","14149.097"
"IMF.RES:WEO(6.0.0)","LAO.NGDPDPC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1982.523","2124.256","2307.838","2437.127","2551.83","2602.623","2528.997","2495.962","2022.383","1975.533","2066.017"
"IMF.RES:WEO(6.0.0)","KOR.NGDPDPC.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","30667.091","30171.791","30825.524","33296.984","35363.952","33826.944","33653.204","37518.466","34822.405","35563.046","36128.987"
"IMF.RES:WEO(6.0.0)","JOR.NGDPDPC.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4261.906","4069.994","4009.059","4078.871","4152.265","4165.547","4004.321","4158.625","4317.09","4512.693","4692.842"
"IMF.RES:WEO(6.0.0)","KWT.NGDPDPC.A","OBS_VALUE","Kuwait","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","43458.841","29195.283","26795.706","28552.15","31369.182","31549.877","25610.725","35204.773","38380.031","33321.28","31640.653"
"IMF.RES:WEO(6.0.0)","JPN.NGDPDPC.A","OBS_VALUE","Japan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","38522.771","35005.662","39411.424","38903.298","39850.331","40547.967","40159.866","40155.188","34080.084","33845.481","32498.146"
"IMF.RES:WEO(6.0.0)","JAM.NGDPDPC.A","OBS_VALUE","Jamaica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5105.511","5204.825","5183.462","5413.03","5729.757","5781.785","5072.599","5354.83","6197.798","7032.24","7298.781"
"IMF.RES:WEO(6.0.0)","KOS.NGDPDPC.A","OBS_VALUE","Kosovo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4037.742","3627.059","3885.542","4215.419","4674.29","4731.284","4674.732","5754.653","5786.65","6529.135","7026.332"
"IMF.RES:WEO(6.0.0)","MAC.NGDPDPC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","86298.091","69647.776","69887.827","77145.531","82695.455","81051.045","37100.934","45329.599","37155.396","66991.283","72906.947"
"IMF.RES:WEO(6.0.0)","KIR.NGDPDPC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1845.476","1742.421","1845.78","1959.95","2022.227","1847.108","1855.475","2351.782","2192.916","2303.257","2418.727"
"IMF.RES:WEO(6.0.0)","MYS.NGDPDPC.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11165.249","9663.122","9523.316","9965.123","11079.617","11228.293","10400.219","11474.232","12483.323","12090.6","12540.71"
"IMF.RES:WEO(6.0.0)","MLI.NGDPDPC.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","818.665","723.581","749.846","795.387","856.743","840.211","824.095","881.973","855.051","909.451","945.612"
"IMF.RES:WEO(6.0.0)","MLT.NGDPDPC.A","OBS_VALUE","Malta","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","27772.945","25847.297","26738.152","30816.538","34035.11","33145.433","31847.185","38240.206","37015.18","40987.246","43991.583"
"IMF.RES:WEO(6.0.0)","LBR.NGDPDPC.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","708.816","691.369","709.824","706.239","677.356","623.887","600.475","677.387","749.187","808.259","866.452"
"IMF.RES:WEO(6.0.0)","LBY.NGDPDPC.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9168.285","7706.743","7817.631","10413.84","11773.86","10525.706","7058.334","5248.302","6386.468","6422.118","6098.355"
"IMF.RES:WEO(6.0.0)","MHL.NGDPDPC.A","OBS_VALUE","Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3651.958","3680.813","4143.728","4547.783","4850.533","5274.862","5502.426","6103.305","6118.995","6417.177","7302.982"
"IMF.RES:WEO(6.0.0)","LVA.NGDPDPC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","15131.397","13265.841","13768.519","15066.124","17195.706","17241.515","17483.696","20181.834","20282.275","22615.109","23242.742"
"IMF.RES:WEO(6.0.0)","LTU.NGDPDPC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16501.197","14302.653","14975.135","16880.448","19380.188","19731.247","20520.439","23945.755","25170.24","27684.698","29338.624"
"IMF.RES:WEO(6.0.0)","LUX.NGDPDPC.A","OBS_VALUE","Luxembourg","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","125200.137","106710.076","107948.007","111211.579","118135.07","113830.259","117570.398","136190.492","125295.528","132563.659","138634.368"
"IMF.RES:WEO(6.0.0)","MDV.NGDPDPC.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10787.471","11838.621","12435.588","13373.779","14762.266","15374.179","9803.066","13637.448","15782.056","16561.452","17371.777"
"IMF.RES:WEO(6.0.0)","LSO.NGDPDPC.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1250.627","1104.543","1099.146","1199.628","1215.317","1134.4","1014.795","1171.407","1077.065","1035.205","1067.071"
"IMF.RES:WEO(6.0.0)","LBN.NGDPDPC.A","OBS_VALUE","Lebanon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7665.322","7802.702","8172.768","8680.307","9225.506","8808.242","4410.402","3537.129","4508.052","4409.357","5282.154"
"IMF.RES:WEO(6.0.0)","NPL.NGDPDPC.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","827.394","882.308","880.225","1027.965","1161.534","1185.682","1139.192","1229.474","1348.157","1323.982","1389.427"
"IMF.RES:WEO(6.0.0)","KGZ.NGDPDPC.A","OBS_VALUE","Kyrgyz Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1292.621","1132.843","1131.841","1254.51","1321.954","1466.956","1270.961","1390.9","1805.648","2191.134","2471.432"
"IMF.RES:WEO(6.0.0)","MRT.NGDPDPC.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1826.78","1668.065","1690.813","1758.542","1882.203","1945.05","2040.677","2152.336","2206.776","2403.679","2362.13"
"IMF.RES:WEO(6.0.0)","MMR.NGDPDPC.A","OBS_VALUE","Myanmar","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1035.597","1105.934","1125.44","1145.125","1264.652","1546.861","1221.675","1077.958","1135.452","1124.67","1113.793"
"IMF.RES:WEO(6.0.0)","NRU.NGDPDPC.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8485.312","6380.417","7992.255","8550.692","10582.207","10567.406","10346.097","14303.427","12153.286","11865.657","12317.582"
"IMF.RES:WEO(6.0.0)","NZL.NGDPDPC.A","OBS_VALUE","New Zealand","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","44318.136","38252.412","39453.17","42329.974","42787.233","42320.91","41396.932","48869.041","47840.725","48341.722","48310.25"
"IMF.RES:WEO(6.0.0)","MNG.NGDPDPC.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4081.015","3800.11","3575.095","3612.716","4078.182","4309.049","3965.097","4482.853","4959.141","5796.476","6653.641"
"IMF.RES:WEO(6.0.0)","MEX.NGDPDPC.A","OBS_VALUE","Mexico","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11272.395","9915.089","8999.57","9542.783","9970.967","10251.145","8744.029","10207.315","11283.919","13678.989","14006.661"
"IMF.RES:WEO(6.0.0)","FSM.NGDPDPC.A","OBS_VALUE","Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3055.618","3036.299","3208.161","3563.883","3960.729","4011.106","3837.824","4080.611","4389.219","4689.882","4986.485"
"IMF.RES:WEO(6.0.0)","MAR.NGDPDPC.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3527.712","3235.57","3235.218","3401.256","3615.592","3622.679","3375.438","3911.053","3571.091","3901.397","4157.081"
"IMF.RES:WEO(6.0.0)","MUS.NGDPDPC.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10366.355","9507.999","9967.673","10844.145","11642.891","11407.849","9010.929","9086.524","10234.545","11188.06","11882.551"
"IMF.RES:WEO(6.0.0)","MNE.NGDPDPC.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","","","","","11894.678","12663.889"
"IMF.RES:WEO(6.0.0)","NAM.NGDPDPC.A","OBS_VALUE","Namibia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5449.076","4888.059","4454.9","5210.902","5381.47","4798.261","3937.667","4476.585","4406.551","4235.653","4471.812"
"IMF.RES:WEO(6.0.0)","MDA.NGDPDPC.A","OBS_VALUE","Moldova, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3276.874","2734.165","2825.817","3422.643","4121.047","4371.701","4361.472","5213.541","5650.372","6721.298","7480.091"
"IMF.RES:WEO(6.0.0)","NLD.NGDPDPC.A","OBS_VALUE","Netherlands, The","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","53584.489","45904.668","46936.707","49640.48","54138.331","53755.165","53529.218","60380.434","59540.881","64829.341","68393.15"
"IMF.RES:WEO(6.0.0)","PNG.NGDPDPC.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2766.349","2466.511","2245.439","2343.574","2366.847","2314.745","2124.796","2216.458","2631.413","2502.025","2524.37"
"IMF.RES:WEO(6.0.0)","POL.NGDPDPC.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14263.456","12622.572","12455.033","13917.705","15658.061","15869.042","15963.102","18591.612","18859.803","22030.583","24810.444"
"IMF.RES:WEO(6.0.0)","PLW.NGDPDPC.A","OBS_VALUE","Palau, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13954.591","16036.709","17182.471","16434.01","16341.841","15993.184","14697.775","13394.868","14073.471","15623.056","17405.886"
"IMF.RES:WEO(6.0.0)","NOR.NGDPDPC.A","OBS_VALUE","Norway","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","97302.705","74568.136","70629.25","75940.152","82605.966","76303.704","68275.277","92955.249","108908.039","87276.15","86611.173"
